Blank	Zymo	b1	b2	b3	b4	b5	cm1	cm2	cm3	cm4	cm5	cob1	cob2	cob3	cob4	cob5	cpf1	cpf2	cpf3	cpf4	cpf5	cpv1	cpv2	cpv3	cpv4	cpv5	im1	im2	im3	im4	im5	iob1	iob2	iob3	iob4	iob5	iod1	iod2	iod3	iod4	iod5	ion1	ion2	ion3	ion4	ion5	ipf1	ipf2	ipf3	ipf4	ipf5	ipv1	ipv2	ipv3	ipv4	ipv5	nm1	nm2	nm3	nm4	nm5	nod1	nod2	nod3	nod4	nod5	non1	non2	non3	non4	non5	npf1	npf2	npf3	npf4	npf5	npv1	npv2	npv3	npv4	npv5	taxonomy
ASV11	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	20	278	45682	0	11787	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	48220	10	0	9	0	0	0	0	22	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	5	0	0	0	0	0	18	0	0	0	4	0	0	5672	0	0	0	0	0	0	0	0	0	0	0	4	0	209	0	0	0	0	0	0	0	0	13	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium;s__anisopliae
ASV13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	202	306	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	49	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25939	0	0	17449	3838	0	1253	232	54	0	0	0	0	0	0	0	76	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;NA;NA
ASV14	0	0	0	0	0	0	0	84	49	852	885	595	0	0	0	0	0	128	108	0	233	1147	0	0	0	66	0	3313	489	1702	7304	914	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	545	8250	1400	529	1676	760	160	2518	137	325	480	121	358	656	44	0	0	133	0	0	0	0	0	0	38	400	318	9724	1559	441	33	170	39	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Ovatospora;NA
ASV15	0	0	0	0	0	0	0	0	0	984	653	343	0	0	0	0	0	260	0	0	0	0	194	0	1021	5784	1974	1406	1983	1327	806	5113	0	0	0	0	0	0	0	0	770	0	0	0	0	0	0	0	0	0	0	0	0	1991	0	561	417	9206	1771	180	203	1606	0	0	0	0	0	0	0	0	0	0	349	114	321	1934	408	1155	908	3959	346	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;NA
ASV16	0	4	0	0	0	0	0	55	0	19	30	0	58	0	326	835	51	0	0	41	0	0	0	0	126	56	0	0	14	12	0	0	31	30	0	0	0	0	248	23	282	55	122	1484	590	383	2938	0	0	21	0	0	0	37	44	0	22	332	46	89	127	206	1214	1861	1171	1894	3257	13522	4636	3538	3650	3900	0	0	0	0	44	72	88	0	133	23	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__paraflava
ASV17	0	46781	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__neoformans
ASV18	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42387	1446	23	0	1048	0	0	0	0	8	0	0	15	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma;s__podzolica
ASV19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4431	4543	2403	1040	3590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11145	0	313	1672	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	620	9965	0	4017	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleiochaeta;s__carotae
ASV20	7	0	0	0	0	0	0	0	0	0	0	0	22	322	104	270	1791	0	0	0	0	167	0	47	0	0	0	0	0	0	0	0	126	0	287	67	0	0	0	0	0	0	225	60	38071	93	1142	0	45	0	0	0	84	146	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	10	0	0	0	12	46	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella;s__nigra
ASV21	0	0	0	0	0	0	0	0	0	1385	5519	535	0	0	0	0	0	2446	0	0	0	83	99	0	0	0	0	6131	618	6918	104	5865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	106	91	753	4958	302	254	0	281	392	1393	1682	1022	147	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__olivacea
ASV22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8158	0	0	28767	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__anguipilium
ASV23	0	0	0	0	0	0	0	25	11	0	0	0	100	116	91	522	219	0	16	0	0	0	72	0	291	66	65	0	0	32	36	67	483	102	13	406	0	1461	0	0	563	46	9661	2292	3465	4101	9297	35	17	14	52	16	0	32	166	39	19	72	31	75	0	24	0	0	262	293	2301	81	760	813	129	433	11	37	0	73	54	0	62	68	41	18	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__caricae-papayae
ASV24	0	0	0	0	0	0	0	0	0	0	0	0	738	663	858	94	883	0	0	0	0	0	0	0	0	0	0	0	11	0	21	0	0	0	0	37	0	0	0	0	0	0	35673	31	10	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;NA;NA;NA
ASV25	0	0	0	0	0	0	0	0	23920	158	0	0	0	0	0	0	0	0	0	0	189	760	0	8	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9904	544	0	0	0	0	0	0	4	153	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0	117	0	8	262	41	0	0	316	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Echinoderma;s__echinaceum
ASV26	0	0	0	0	0	0	0	195	0	0	92	0	267	6274	1491	815	0	0	130	134	198	0	739	158	515	449	0	0	70	241	781	3476	88	0	78	0	0	0	840	0	0	0	497	449	114	0	986	631	176	534	0	926	0	760	4691	643	0	1144	0	162	0	92	0	0	0	705	101	112	350	1211	385	438	0	55	50	0	347	0	156	3275	414	275	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA
ASV27	2	0	0	0	0	0	0	331	118	1294	2724	22	114	96	538	1418	2899	147	0	62	70	0	34	0	2162	609	28	53	236	2439	127	897	0	0	33	144	0	0	0	0	0	0	409	0	3574	498	5156	19	0	0	41	0	0	420	385	50	0	180	97	424	141	131	0	3336	381	0	1525	77	496	133	0	672	21	82	0	0	0	146	999	60	218	86	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;NA;NA
ASV28	0	0	0	0	0	0	0	58	14	55	49	0	237	1149	1588	435	2018	0	38	0	0	0	19	44	151	197	48	32	64	16	43	0	623	151	15	2551	0	114	853	41	0	147	2221	973	3656	750	1129	360	21	43	37	29	14330	113	261	21	33	29	0	0	0	0	0	0	0	844	0	40	0	69	43	123	0	52	0	0	0	22	213	33	38	33	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella;s__centenaria
ASV29	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;NA;NA;NA
ASV30	0	0	0	710	0	0	0	701	37	212	174	7	375	690	513	2863	350	72	165	105	205	255	185	498	1012	197	400	49	105	127	239	90	64	242	0	550	0	713	52	70	1460	319	67	103	194	154	246	297	51	176	206	0	127	233	1249	806	109	65	242	336	120	718	1742	867	1208	1294	1957	208	572	1094	479	1582	202	72	82	458	1247	212	242	440	356	133	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__delicatulum
ASV31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	61	28262	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA
ASV32	0	0	0	0	0	0	0	26	0	0	0	0	52	0	137	186	0	0	0	0	94	0	392	285	257	12	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	22	37	0	0	17	0	0	0	0	22	0	0	282	0	39	718	949	1783	1835	3222	771	7946	2214	1845	3071	3006	1980	223	0	0	31	0	60	241	221	44	54	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;NA
ASV33	0	0	0	0	0	0	0	31880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__saccatum
ASV34	0	0	0	0	0	0	0	11	377	0	404	0	0	0	12	0	1047	141	255	461	742	922	0	0	0	0	4015	451	1865	1544	8770	1433	26	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	146	1509	905	566	60	0	0	825	1769	0	0	0	18	159	0	0	0	85	0	0	0	0	0	0	0	0	454	414	0	0	459	0	448	188	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;NA;NA;NA
ASV35	0	0	0	0	0	0	0	12	0	25	20	0	37	71	118	244	19	23	0	0	0	0	42	7419	228	37	14	0	0	0	0	15	0	0	0	0	0	142	0	112	0	0	548	451	171	1983	3517	0	0	0	0	0	0	0	31	0	0	25	0	415	733	2472	0	2502	2281	1243	218	0	126	621	1114	1241	0	0	0	341	22	12	85	27	238	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;NA;NA
ASV36	0	0	0	0	0	0	0	0	0	29	1496	0	0	0	0	0	2	51	563	123	111	245	0	0	324	214	913	189	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	179	301	35	0	0	0	43	1236	2583	0	173	7	0	0	0	0	0	0	0	0	0	0	0	433	1318	295	1121	479	12479	2326	71	0	0	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;NA
ASV37	0	0	0	0	0	0	0	176	52	18	0	1029	0	0	0	0	0	3650	0	0	0	0	0	0	0	0	0	0	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1546	3609	16126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;NA
ASV38	0	0	0	0	0	0	0	4	0	0	0	0	0	45	2543	0	0	0	171	139	0	0	1020	0	3724	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	152	0	0	0	0	820	2432	11928	1185	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Mycocentrospora;s__acerina
ASV39	0	0	0	0	0	0	0	0	0	0	7732	0	0	0	116	0	48	415	80	0	654	13923	0	0	0	0	0	0	0	0	424	10	19	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	1436	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;NA
ASV40	0	0	0	0	0	0	0	13	0	0	0	22	0	0	0	494	66	0	0	0	0	0	0	48	52	0	0	0	0	0	0	0	0	12	0	0	12	2984	2032	464	438	0	17	444	276	1096	4304	0	0	14	0	0	0	0	182	0	0	0	0	0	15	52	0	0	0	0	0	2313	1822	237	2587	6644	0	0	0	0	0	0	0	60	20	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Epicoccum;s__thailandicum
ASV41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10087	0	0	0	0	0	0	0	0	40	0	198	675	802	2869	140	1376	44	2035	6613	0	0	0	0	0	0	0	0	0	0	0	91	136	37	0	82	50	0	0	30	605	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;NA
ASV42	0	0	0	0	0	0	0	13	0	0	0	0	4056	12115	3169	0	7	0	7	0	0	0	83	165	0	19	13	0	0	0	0	0	3	8	0	0	0	2787	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2293	194	9	28	1160	0	38	0	0	0	8	0	0	0	3	k__Fungi;p__Ascomycota;NA;NA;NA;NA;NA
ASV43	0	0	0	0	0	0	0	452	2417	8582	0	0	0	0	11	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	7	0	12124	0	63	86	0	0	0	0	0	726	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	0	18	42	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Echinoderma;s__echinaceum
ASV44	0	0	0	0	0	0	0	160	0	0	0	0	169	719	744	1096	687	0	0	0	0	0	0	456	0	0	0	0	0	143	64	163	169	291	0	0	0	643	0	217	1566	282	789	2898	2678	7392	3462	0	0	0	0	0	0	0	486	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__intricans
ASV45	0	0	0	0	0	0	0	0	77	33	167	61	0	0	0	47	0	75	399	125	146	2253	0	0	62	45	527	563	460	333	1193	592	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	258	555	5088	3328	1380	187	1403	278	0	109	0	311	29	31	530	0	0	0	0	0	0	0	0	0	0	1486	517	1509	730	202	0	0	0	82	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae;g__Itajahya;s__rosea
ASV46	0	0	0	0	0	0	0	176	65	0	41	0	0	0	0	0	0	0	0	0	212	0	148	143	195	1084	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	385	0	0	0	0	424	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6879	204	0	2565	10073	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__anguipilium
ASV47	0	0	0	0	0	0	0	0	770	704	114	379	0	0	0	0	0	0	612	60	662	1161	211	0	353	196	236	242	0	226	198	54	518	0	404	0	0	0	0	0	0	0	0	0	0	0	0	108	114	1497	2936	168	0	0	0	1225	0	22	45	2975	666	49	0	0	0	87	0	0	0	0	0	116	65	69	2786	2166	1711	169	107	123	125	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__oxysporum
ASV48	0	0	0	0	0	0	0	930	0	480	0	0	678	3414	2900	1631	873	0	0	0	0	274	0	200	880	0	0	220	407	0	0	0	0	333	262	2415	1200	155	33	0	1099	74	0	0	0	0	0	0	0	0	223	0	0	0	244	0	0	0	0	609	0	0	0	1029	673	0	2109	0	0	93	386	159	0	0	0	0	163	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella;s__intricans
ASV49	0	0	0	0	0	0	0	87	2275	67	0	116	251	1033	2680	3990	5045	12	23	0	353	61	0	0	123	21	0	0	15	0	42	8	109	369	1005	3793	0	0	0	0	0	0	63	64	12	164	18	33	0	0	16	16	0	218	10	64	8	0	57	26	40	0	0	64	0	54	0	64	42	0	0	52	11	94	18	0	0	0	155	0	0	16	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;NA
ASV50	0	0	0	0	0	0	0	0	0	0	95	0	40	39	164	338	389	0	0	0	0	0	0	0	0	37	20	0	211	265	42	0	631	8590	387	779	0	0	343	0	3663	0	1667	597	234	161	710	0	42	0	206	0	99	0	118	0	0	0	0	0	0	0	264	0	0	59	0	0	0	0	97	0	0	0	50	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;NA;NA
ASV51	0	0	0	0	0	0	0	0	0	0	0	0	15	4856	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15382	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;NA;NA
ASV52	0	0	0	0	0	0	0	906	0	431	509	0	0	0	0	13	0	75	0	30	84	0	0	0	0	93	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	8285	95	0	322	0	0	0	0	0	7479	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	33	56	41	0	216	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Ovatospora;NA
ASV53	0	0	0	0	0	0	0	174	182	267	467	358	0	6	0	84	7	6252	0	0	0	0	0	0	122	0	0	359	598	946	123	1286	0	0	0	0	6	0	0	0	198	0	0	0	0	0	0	357	0	0	1517	279	0	7	28	3	6	12	276	1578	64	1242	0	0	0	0	0	0	0	0	0	0	0	12	512	0	16	0	510	0	0	1360	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;NA;NA
ASV54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	35	0	52	0	256	3221	4598	9253	1474	0	0	0	0	0	0	0	0	0	0	63	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;NA;NA;NA;NA
ASV55	0	0	0	0	0	0	0	71	8635	22	49	907	0	50	340	0	68	0	75	0	0	0	0	17	50	0	0	0	98	0	1426	15	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	892	32	147	859	4692	0	0	0	141	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	29	0	0	0	28	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;NA
ASV56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	7	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15870	1024	441	1581	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	5	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Lophotrichus;s__fimeti
